match_id,start_x,start_y,end_x,end_y,angle,route_group,confidence
280e6964-04f3-4092-82ae-26f8ebe49b39,918898.5056818182,629502.3579545454,500894.34375,486015.859375,-161.05441097435076,east_to_west,1.0
d503a370-0b0e-4925-9c30-132dccb175fc,-54891.042317708336,101492.44401041667,357558.9609375,403759.8125,36.23613095726951,northwest_to_southeast_georgopol,1.0
9aebc29a-7dd2-4cde-8294-27c9ebf6c0be,-149009.34232954544,335055.15625,450979.240625,397111.00625,5.905013501545282,west_to_east_georgopol,1.0
d98a320a-4087-482a-8186-b68075a21d51,479608.5703125,-155054.3896484375,404143.384375,362420.625,98.29715360351003,north_to_south_severny,1.0
e75eef4c-8058-4e66-86f7-6fee4b92a5ea,732387.73125,-61579.95859375,376763.6160714286,301110.69977678574,134.43636125161245,northeast_to_southwest_severny,1.0
5f74837a-a496-415d-b56a-427e0299155e,688099.2708333334,-38023.5263671875,419717.1875,331453.2955729167,125.99405785869848,northeast_to_southwest_severny,1.0
95f7801b-4b14-4d7e-97c6-6f88e32e8769,866828.94375,81290.01640625,490784.6261160714,458198.11383928574,134.93427085933138,northeast_to_southwest_yasnaya,1.0
0ff5c11e-1fe4-41cb-8fba-e49c22918a8a,455483.196875,-136556.434375,433159.2840909091,392527.49857954547,92.41607744531434,north_to_south_severny,1.0
35a316ed-30ec-4639-b701-054305ca7224,-88520.23854166667,242716.55416666667,278261.88671875,403473.4635416667,23.667354795998104,northwest_to_southeast_georgopol,1.0
490587da-e1f4-4169-8dea-b332ea97c6eb,480943.2625,-143006.1828125,441249.3693181818,386766.5909090909,94.28495201178866,north_to_south_severny,1.0
a04a260c-08a1-4de1-ab5e-7b10baace659,-54757.482747395836,690385.9739583334,376454.5989583333,420548.1171875,-32.03693239873348,southwest_to_northeast_georgopol,1.0
d51d2263-b1e7-488b-8e66-34af2d94a5b4,590742.4431818182,495409.54261363635,286845.9625,341505.78125,-153.14075793731735,southeast_to_northwest_pochinki,0.25
b0eaf9aa-ade5-4407-af4a-d06a27abf94d,-1785.6451822916667,9062.868041992188,476478.6466346154,410814.36057692306,40.030925650205106,northwest_to_southeast_severny,1.0
3c7b4751-00d5-4393-9d07-e5c2e4aee1a7,507496.803125,974786.49375,404685.375,413195.421875,-100.37435371413417,south_to_north_military,1.0
95520388-9084-4184-80fb-cf39d42e2c62,829505.7375,14272.145703125,450905.140625,376145.03828125,136.29412312763984,northeast_to_southwest_yasnaya,1.0
232edbdb-cf6c-4baa-9c78-4a2a17addabd,-87532.25669642857,136846.41517857142,336405.58671875,295450.725,20.511909424013105,west_to_east_georgopol,1.0
28e5c24a-c6c8-4511-a886-1aa987d941ae,433255.10511363635,-148087.12926136365,478267.2163461539,286511.6195913461,84.08686477835654,north_to_south_severny,1.0
f72a3c04-e47c-47f8-b001-230ff2b67c1b,955401.4427083334,257867.41145833334,410946.109375,386305.23863636365,166.72650996794832,east_to_west,1.0
e757803a-c9a0-4775-bbdb-0a0018f5f4c5,-166707.5909090909,447261.1164772727,479150.44921875,402360.3645833333,-3.976866039622105,west_to_east_georgopol,1.0
603dd7b4-2644-48d8-a802-1fe8013cb13a,-103483.39118303571,664532.9866071428,286496.98125,348306.284375,-39.037853043092994,southwest_to_northeast_georgopol,1.0
9da835a7-effd-4981-be92-ec324a1ae109,227309.5340909091,-123292.00852272728,504942.3020833333,339012.9114583333,59.013483485639554,northwest_to_southeast_severny,1.0
8a33a84f-d4b7-4a66-a109-81faa18e97f6,33339.0546875,809123.0738636364,384219.0765625,434856.05859375,-46.847227728201624,southwest_to_northeast_military,1.0
07aeb444-a6b2-4b0d-a645-f79805ad6027,522067.9036458333,950655.1875,519019.7875,391644.4859375,-90.3124134463431,south_to_north_military,1.0
9ebdefc6-fd67-4ecb-a746-9daab27e66d7,554825.14375,962437.78125,281095.0420673077,378445.92848557694,-115.11354150920647,southeast_to_northwest_military,1.0
52c3d251-8c48-4c40-a5bc-c53243b8543e,976387.4776785715,447259.4441964286,503335.3210227273,337354.53125,-166.92042725735982,east_to_west,1.0
78532011-6a79-46ae-adfb-be77688e07d3,556937.6,-139533.859375,364924.9,233283.2828125,117.24990943894637,northeast_to_southwest_severny,1.0
